period,time_step,SOLAR,LOAD_E,WIND
267,21,0.006,0.620217,0.066097
267,22,0.0,0.582439,0.035017
267,23,0.0,0.534309,0.018056
267,24,0.0,0.486399,0.010523
281,1,0.0,0.431077,0.000794
281,2,0.0,0.446912,0.000406
281,3,0.0,0.464474,0.0
281,4,0.0,0.490161,1.0e-5
281,5,0.0,0.511367,8.1e-5
281,6,0.0,0.532307,0.000459
281,7,0.0,0.553304,0.002862
281,8,0.0,0.568347,0.005445
281,9,0.0,0.572776,0.014496
281,10,0.048,0.556312,0.038075
281,11,0.167,0.526722,0.030292
281,12,0.284,0.496818,0.007352
281,13,0.392,0.473339,0.010085
281,14,0.46,0.461014,0.011438
281,15,0.47,0.466772,0.010523
281,16,0.384,0.492306,0.009659
281,17,0.393,0.532978,0.012906
281,18,0.267,0.583254,0.015053
281,19,0.132,0.629035,0.018056
281,20,0.035,0.662033,0.018701
281,21,0.0,0.655145,0.022894
281,22,0.0,0.61526,0.047089
281,23,0.0,0.561739,0.027672
281,24,0.0,0.508952,0.038075
317,1,0.0,0.498595,0.177247
317,2,0.0,0.509072,0.189192
317,3,0.0,0.522945,0.272284
317,4,0.0,0.543697,0.343908
317,5,0.0,0.569163,0.406442
317,6,0.0,0.597266,0.476131
317,7,0.0,0.62152,0.481799
317,8,0.0,0.639913,0.53485
317,9,0.0,0.646392,0.673473
317,10,0.0,0.641166,0.7625
317,11,0.029,0.620324,0.901567
317,12,0.098,0.593219,0.875891
317,13,0.173,0.569631,0.464928
317,14,0.23,0.557129,0.732004
317,15,0.23,0.562163,0.817886
317,16,0.203,0.594446,0.709673
317,17,0.17,0.646818,0.673473
317,18,0.099,0.709393,0.371906
317,19,0.019,0.765511,0.300431
317,20,0.0,0.788443,0.264579
317,21,0.0,0.773447,0.23521
317,22,0.0,0.726285,0.25702
317,23,0.0,0.661488,0.276193
317,24,0.0,0.600022,0.249606
337,1,0.0,0.508795,0.638525
337,2,0.0,0.518232,0.680612
337,3,0.0,0.533618,0.850707
337,4,0.0,0.556844,0.73955
337,5,0.0,0.584358,0.884395
337,6,0.0,0.613235,0.901567
337,7,0.0,0.639676,1.0
337,8,0.0,0.657022,0.892953
337,9,0.0,0.670171,0.817886
337,10,0.0,0.667184,0.842421
337,11,0.005,0.652462,0.709673
337,12,0.069,0.624659,0.598209
337,13,0.136,0.599784,0.624891
337,14,0.088,0.589476,0.717066
337,15,0.123,0.597735,0.553363
337,16,0.139,0.632061,0.432378
337,17,0.056,0.685205,0.416688
337,18,0.031,0.753342,0.801797
337,19,0.001,0.802141,0.645415
337,20,0.0,0.825241,0.49327
337,21,0.0,0.809609,0.448456
337,22,0.0,0.755723,0.284121
337,23,0.0,0.693301,0.504922
337,24,0.0,0.638672,0.165815
352,1,0.0,0.576975,0.218006
352,2,0.0,0.585766,0.238755
352,3,0.0,0.599766,0.165815
352,4,0.0,0.624976,0.214669
352,5,0.0,0.656464,0.183155
352,6,0.0,0.690383,0.19226
352,7,0.0,0.721688,0.180185
352,8,0.0,0.743823,0.13941
352,9,0.0,0.752192,0.144448
352,10,0.0,0.742739,0.245954
352,11,0.001,0.72454,0.284121
352,12,0.044,0.693305,0.253295
352,13,0.113,0.662322,0.208098
352,14,0.157,0.645878,0.284121
352,15,0.176,0.649799,0.23521
352,16,0.181,0.683902,0.280138
352,17,0.124,0.744064,0.308814
352,18,0.046,0.81765,0.39139
352,19,0.003,0.877691,0.528772
352,20,0.0,0.897483,0.702332
352,21,0.0,0.880207,0.747149
352,22,0.0,0.829209,0.901567
352,23,0.0,0.750907,0.834189
352,24,0.0,0.677197,0.78592
