iter,EP_dual,EP_primal,H2_GC_dual,H2_GC_primal,H2_dual,H2_primal,cap_dual,cap_dual_Gen_VRES_Solar,cap_dual_Gen_VRES_Wind,cap_dual_Offtaker_Green,cap_dual_Prod_H2_Green,cap_primal,cap_primal_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_primal_Offtaker_Green,cap_primal_Prod_H2_Green,elec_GC_dual,elec_GC_primal,elec_dual,elec_primal,hpa_Prod_H2_Green_dual,hpa_Prod_H2_Green_primal,hpa_cap_Prod_H2_Green_dual,hpa_cap_Prod_H2_Green_primal,ppa_Gen_VRES_Solar_dual,ppa_Gen_VRES_Solar_primal,ppa_Gen_VRES_Wind_dual,ppa_Gen_VRES_Wind_primal,ppa_cap_Gen_VRES_Solar_dual,ppa_cap_Gen_VRES_Solar_primal,ppa_cap_Gen_VRES_Wind_dual,ppa_cap_Gen_VRES_Wind_primal
48,21.590419714152116,32.44210723221598,18.1292749262047,43.69193223174512,8.817779186254901,67.82123127901717,3.5989491285869213,1.6563882497751672,3.109775915499139,0.0,0.7335574630148671,6.238954893426393,2.6831557136282207,5.461898598292997,9.836085462850321e-12,1.3758260357321197,22.605664169667076,22.889193418401938,30.915075280466546,36.32719860544506,24.47360444224794,42.14863381030166,9.009970748412282e-5,2.5971282230585757e-5,27.914278371446223,27.52406133336864,33.771511999286886,51.958273360141824,1.0524039401907761e-6,2.573893176816e-6,3.2782072572256176e-6,4.267844147420874e-6
49,21.761866632585317,28.149900351724554,18.00179637243872,38.33303298351742,9.191631219480652,70.85830394599427,4.196879714528306,1.8889385937148158,3.6620670932192927,0.0,0.7968531434049112,6.679648620640913,2.881630985608051,5.870590993368259,6.924500532472492e-12,1.3601727635109857,23.65517502258715,20.54553779884359,33.36287015544619,34.60040715838996,25.287376556456543,35.59803566568135,9.743524355659002e-5,7.019950307807221e-5,29.450481074817823,26.875924625729077,35.87459158405809,50.03296315219345,9.164615378147885e-7,1.8942721951020758e-6,1.8283556375238205e-6,2.667577930992593e-6
50,22.369412370935823,23.937290978994888,17.927259863148393,33.3925680532574,9.420333924337307,73.10434598276105,4.722532610250033,2.1300982092131453,4.132889432686114,0.0,0.8271764087384242,6.798047602670465,2.91134179944367,6.0028384836193105,3.2631193963037744e-11,1.3051705921314491,23.991299771225012,18.553630531812324,34.527698620442905,32.29068201279811,25.807944072639426,30.109377525341976,0.0001376307797438328,0.00015114672746108226,30.076657055709962,26.08253247583724,36.84976953749921,46.84263147598386,1.0993913617215032e-6,1.8399032697402617e-6,2.68570022088463e-6,2.780816473091363e-6
51,23.601328323979406,20.223052479903338,17.400830148406303,28.49641401970924,9.503134283364783,74.55794991176923,5.048782969267207,2.2596634279774763,4.43729109236937,0.0,0.8334137175515616,6.711918700861655,2.9077799959571444,5.922432381788212,1.555000537080543e-11,1.232664928208098,23.281639520901596,16.713783991611855,35.16290180783159,29.808413217577545,25.468165294757075,26.337863149470017,0.00016010486044510796,0.00023568716736477313,29.93458302026261,25.219467656811574,36.90882197189984,43.16700810805911,3.889339990671555e-7,7.68133389783543e-7,3.210581043866634e-6,3.1829512039394103e-6
52,24.860696215436697,17.236974343186017,17.370929120003034,23.929139446203994,9.698148193685913,75.45403559294085,5.237254083404323,2.369743848121047,4.596747747054393,0.0,0.8264711600401207,6.594161969465254,2.8934092403853775,5.803096110754598,1.996938347778024e-10,1.1980110919934057,21.928920897843334,14.903185683780116,35.17656308416518,27.26753447539547,25.68560994222784,23.81377980344578,0.007661598387978068,0.01105802768908859,29.188432094202703,24.270573514633533,35.878073159097276,40.29557326881789,8.7928394739262e-6,6.096936466803982e-6,9.027439584304766e-6,2.578083282855914e-6
53,26.010094637173342,15.251873162830345,17.7789269959301,19.926093428077646,9.989237409907558,74.93834746756646,5.404454800454668,2.4759337690496057,4.729330048214729,0.0,0.8433984565379465,6.467517646679781,2.9220562744568594,5.654596900433727,3.6650100618854424e-10,1.1471292571576053,20.716078022732535,13.10940985387937,33.847061526708096,24.985342161421553,26.27879206890101,22.169798544671202,0.007713667934169167,0.01502643199155429,27.939256513726782,23.758113967834177,34.34076027863377,37.85370050125412,9.458833190139839e-6,8.466894321657037e-6,1.053271834526525e-5,3.312453927151182e-6
54,27.54287350931521,15.022557241540198,18.006077424486627,16.635220252978005,10.343026184956104,72.37152544743746,5.3110989258702626,2.5004474665962384,4.6083081378227595,0.0,0.8479565873611943,6.206656574270928,2.8275144303601536,5.418194127602689,7.979348259469285e-12,1.0820907414156025,19.40657135361655,11.708843950023327,31.99643701391934,23.14130507568922,26.519810505173197,21.52224642745687,0.004963523239328601,0.011400141272805087,26.367143958773976,23.192512672485737,32.528328693324234,35.883984527203154,6.858743367607946e-6,7.310755641753985e-6,6.739893823191317e-6,3.365295285107095e-6
55,29.48934783380538,17.180196507349596,18.330344547929336,13.574499582122517,10.54245828975014,67.75899597005161,5.104658602234245,2.4195465898330397,4.41564775176681,0.0,0.8398742032638638,5.862333233662263,2.655782398615448,5.1235440726073085,2.0232476077583023e-11,1.0310513710557483,18.036722379049564,11.047125664214064,29.81399952072184,21.81031710169893,26.33617263648152,22.142361787944115,0.0051986849576002876,0.010786692733727676,24.64560281027513,22.76943066671807,30.6800359541364,34.46652230800988,6.788952423860387e-6,8.582780544941215e-6,6.516594059177979e-6,4.081890551788092e-6
56,31.5296606953235,20.792413333249883,18.976685161903468,10.677691463180793,10.833722040279138,61.58789136927194,4.827596203609376,2.272592909470567,4.175517770776667,0.0,0.840272526538875,5.484687593452926,2.479636347234814,4.795318797477791,1.7559896088325498e-13,0.9685655444029518,16.61353008897575,11.063141696054098,27.523955007542924,21.067305167772293,26.2284850174285,22.865595177850942,0.0028149397275608664,0.0068146524413315035,22.872899323534046,22.51165635995319,28.624127706167936,33.36699599828761,4.1892270162500325e-6,6.114528815714948e-6,4.086246648209642e-6,2.8591906158226266e-6
57,33.47946711171101,24.585963141470813,19.47263142037999,7.7291676604794715,11.020773606041699,54.798324830701404,4.516417853674704,2.12186208619549,3.908025103644191,0.0,0.7893486589869855,5.0588086406694766,2.289498535817786,4.4152166735953715,1.085463046936016e-12,0.9249881310621193,15.005596861480289,11.503617263443632,25.410348395954806,20.774073710148894,25.733902085285866,23.605756502998933,0.004122561487967462,0.0059153017202113745,21.167705238511296,22.459305968924234,26.513230553866563,32.48648656155405,1.700541949098407e-5,1.782989817655789e-5,1.6177502429532818e-5,1.1969097343467183e-5
58,35.112355629724604,27.576409185730526,19.575448194058943,5.1449306869859015,10.999828102668477,48.212268479338796,4.1658136566068436,1.9591583035930726,3.598254532631739,0.0,0.7538345185977747,4.493072320768591,2.108194399745406,3.869392576236368,3.28698021866682e-13,0.8780753632267801,13.445372823593846,12.083210415050246,23.647350773903497,20.951284429481518,24.535237190754394,24.243513155562354,0.004317139545020196,0.006774408355273209,19.540359970491537,22.61345606886621,24.67898767081111,31.17184623394836,5.0129221153987024e-5,5.503457884259433e-5,4.886078279556101e-5,4.719228678595755e-5
59,36.39567335475979,29.2956830606628,19.476217236591598,4.953576515354388,10.87983857062128,42.36463579418409,3.7027891713498646,1.80401362970791,3.1534260729226924,0.0,0.7156021757270413,3.8696941484411345,1.8937057604482432,3.266229953125147,1.703821625409574e-14,0.8486183998905515,11.89257990208708,12.452501249629579,22.25938034639094,21.149333438331123,23.09004506838863,24.772752899451856,0.0013161679541313866,0.0023829671320392265,17.99207472527604,22.912282852894133,22.88186051782522,29.743427950797997,0.0001263308429461991,9.720862966133836e-5,1.1147015916126693e-5,1.5524548700796004e-5
