period,time_step,SOLAR,LOAD_E,WIND
82,24,0.0,0.601294,0.026834
141,1,0.0,0.366563,0.105303
141,2,0.0,0.375191,0.183155
141,3,0.0,0.387739,0.25702
141,4,0.0,0.405079,0.304603
141,5,0.0,0.425587,0.25702
141,6,0.0,0.443392,0.25702
141,7,0.0,0.458594,0.280138
141,8,0.006,0.468736,0.272284
141,9,0.032,0.470002,0.264579
141,10,0.033,0.463926,0.249606
141,11,0.05,0.449814,0.218006
141,12,0.065,0.432677,0.371906
141,13,0.131,0.414289,0.067622
141,14,0.222,0.405052,0.127329
141,15,0.293,0.410121,0.097258
141,16,0.353,0.43256,0.136935
141,17,0.345,0.467696,0.13941
141,18,0.278,0.509177,0.097258
141,19,0.238,0.542861,0.064594
141,20,0.179,0.556534,0.026012
141,21,0.126,0.544791,0.00463
141,22,0.068,0.513712,0.003459
141,23,0.006,0.47623,0.011914
141,24,0.0,0.435791,0.018701
229,1,0.0,0.321357,0.127329
229,2,0.0,0.330225,0.107381
229,3,0.0,0.342177,0.089633
229,4,0.0,0.357543,0.087791
229,5,0.0,0.375693,0.073957
229,6,0.0,0.394756,0.058813
229,7,0.0,0.413316,0.063115
229,8,0.007,0.425044,0.053388
229,9,0.088,0.425104,0.032127
229,10,0.227,0.41381,0.008074
229,11,0.386,0.394002,0.005737
229,12,0.536,0.372994,0.014496
229,13,0.651,0.356416,0.014496
229,14,0.692,0.349218,0.010974
229,15,0.675,0.353931,0.010974
229,16,0.686,0.37222,0.013423
229,17,0.665,0.402358,0.019361
229,18,0.586,0.438043,0.021433
229,19,0.467,0.4677,0.022156
229,20,0.312,0.482175,0.023649
229,21,0.159,0.476572,0.036018
229,22,0.035,0.456132,0.084184
229,23,0.0,0.419288,0.141914
229,24,0.0,0.382867,0.163036
246,1,0.0,0.343766,0.0
246,2,0.0,0.353667,0.000963
246,3,0.0,0.365077,0.007707
246,4,0.0,0.379564,0.013952
246,5,0.0,0.397343,0.021433
246,6,0.0,0.416468,0.013952
246,7,0.0,0.433894,0.018701
246,8,0.0,0.445093,0.029401
246,9,0.03,0.445667,0.035017
246,10,0.126,0.432636,0.026012
246,11,0.238,0.415057,0.030292
246,12,0.369,0.394457,0.030292
246,13,0.472,0.375904,0.032127
246,14,0.547,0.365801,0.028528
246,15,0.504,0.370206,0.037037
246,16,0.468,0.38931,0.049546
246,17,0.386,0.421395,0.045892
246,18,0.364,0.458132,0.045892
246,19,0.229,0.490521,0.012404
246,20,0.12,0.506436,0.009659
246,21,0.032,0.49993,0.028528
246,22,0.001,0.478595,0.034036
246,23,0.0,0.438254,0.044716
246,24,0.0,0.398673,0.091501
324,1,0.0,0.532661,0.416688
324,2,0.0,0.543817,0.448456
324,3,0.0,0.560587,0.510816
324,4,0.0,0.580883,0.585158
324,5,0.0,0.606732,0.53485
324,6,0.0,0.63451,0.522741
324,7,0.0,0.66106,0.528772
324,8,0.0,0.679053,0.432378
324,9,0.0,0.685929,0.406442
324,10,0.0,0.681106,0.371906
324,11,0.009,0.662932,0.381565
324,12,0.045,0.635752,0.348473
324,13,0.132,0.610784,0.231699
324,14,0.21,0.596314,0.386457
324,15,0.201,0.604151,0.376715
324,16,0.205,0.636626,0.253295
324,17,0.131,0.695021,0.371906
324,18,0.064,0.760162,0.276193
324,19,0.009,0.816852,0.284121
324,20,0.0,0.83908,0.280138
324,21,0.0,0.821002,0.260781
324,22,0.0,0.769887,0.288142
324,23,0.0,0.701159,0.339383
324,24,0.0,0.633075,0.376715
354,1,0.0,0.557871,0.0
354,2,0.0,0.568919,0.0
354,3,0.0,0.586479,0.0
354,4,0.0,0.611841,0.0
354,5,0.0,0.641958,0.000876
354,6,0.0,0.672858,0.001744
354,7,0.0,0.701808,0.010974
354,8,0.0,0.724177,0.008843
354,9,0.0,0.733164,0.008074
354,10,0.0,0.725557,0.002679
354,11,0.0,0.710184,0.001372
354,12,0.019,0.684917,0.000517
354,13,0.06,0.661775,1.0e-5
354,14,0.088,0.649847,6.5e-5
354,15,0.12,0.659199,0.000272
354,16,0.098,0.695467,0.001057
354,17,0.078,0.754012,0.00463
354,18,0.037,0.8237,0.013423
354,19,0.002,0.881051,0.037037
354,20,0.0,0.90194,0.054712
354,21,0.0,0.879514,0.06917
354,22,0.0,0.834065,0.072338
354,23,0.0,0.758752,0.048307
354,24,0.0,0.686622,0.029401
