Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_01_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_01_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
436,4,3,3,102.1231293972412,158.50928794191526,117.84968745312008,9.875870419969166,129.39199528016587,213.7346345829179,0.0,248.25924315492375,11633.360709086484,11475.619999999999,248.25924360243192,1569.9999999999895,270.66663921472116,0.0,0.0,-41803.1719734434,-388884.1359560061,-3.7542053271274976e6,-15.408152638629417,-112712.25739141053,0.0
437,5,3,3,102.1231293972412,160.35810562822718,120.62291386758532,9.791661247835458,129.39199528015828,217.43226980267022,0.0,416.67763310075867,12012.162318833098,12022.839999999998,416.6776338556312,1569.9999999999911,270.66663921454756,0.0,0.0,-70897.60213456364,-410742.2321100137,-3.902774301246724e6,-43.40503565347444,-118517.54468644632,0.0
438,6,3,3,102.1231293972412,163.2610687659298,124.97735859442754,9.806533238796094,129.39199528015234,223.2381961057936,0.0,386.9336431142127,12606.946308873552,12587.880000000001,386.93364381480296,1569.9999999999927,270.6666392143035,0.0,0.0,-66965.67774872921,-446476.3604760491,-4.0407608540847283e6,-37.42938769072589,-127632.84898238338,0.0
439,7,3,3,102.1231293972412,166.11603578818927,129.2598091743109,9.840588298403919,129.3919952801465,228.9481302130164,0.0,318.8235054277464,13191.896446683912,13104.720000000001,318.82350600403555,1569.9999999999939,270.6666392140445,0.0,0.0,-56099.10769451987,-483303.7299477984,-4.1607887556378013e6,-25.412090605755566,-136597.44553075833,0.0
440,8,3,3,102.1231293972412,167.9176075615346,131.9621668429068,9.84687903605445,129.39199528014132,232.5512737717072,0.0,306.2420267150658,13561.01792541924,13461.26,306.2420272683918,1569.9999999999943,270.666639213839,0.0,0.0,-54438.95665360882,-507402.3440841129,-4.243740525051717e6,-23.446029599611848,-142254.3809179309,0.0
441,9,3,3,102.1231293972412,161.1536325709576,121.81620326850728,9.12782857293819,129.3919952801312,219.0233223373621,1438.1013585633732,306.2420267150606,12175.156563947981,13513.5,1744.3433887408285,1569.9999999999916,270.66663921447923,0.0,-244882.00060919276,-52147.33977270849,-420363.0492765424,-4.350732033439865e6,-760.6829981829633,-121015.49716592877,0.0
442,10,3,3,102.1231293972412,147.6899199575909,101.62063347518699,7.6492787762614,129.39199589195343,192.09583377164174,4553.98370601885,147.46016597827816,9416.595521973008,13172.22,4701.443881472567,1300.0902915137044,630.5462730521064,0.0,-707412.1799399874,-22906.344028226595,-275010.7248127877,-4.423821657875722e6,-5525.8902717345845,-12616.269609870302,0.0
443,11,3,3,102.1231293972412,134.09732599736054,91.42618658695865,6.063585152866892,119.19755533957463,178.50324633936913,7772.589263128258,100.24280893691159,6631.627896106046,12731.460000000001,7872.832087965443,886.4999988084897,1181.9999984112974,0.0,-1.0894131931165315e6,-14050.12343685569,-165942.47937872587,-4.455862665793145e6,-15495.361848728542,88705.98009229757,0.0
444,12,3,3,102.1231293972412,118.65797891787977,79.84667528143727,4.746202482058285,107.61804403335732,163.06389793113965,10374.879138905688,132.71905762957405,3468.2817663137316,12202.880000000001,10507.598217762923,886.4999988084259,1181.999998411224,0.0,-1.2803034672599507e6,-16378.08666294879,-87974.74937905121,-4.467333071854584e6,-27602.388359527984,88705.98009223925,0.0
445,13,3,3,102.1231293972412,-4.318523988836954,3.3755767265984566,4.318382300737146,79.64583048545887,125.76760616397576,14739.40269435588,42.38786302104335,5.554538269597763e-11,11797.960000000001,10618.164,281.08474582828023,374.7796611043691,0.0,2.0883979600766907,0.006005855766403556,4.417572435102796e-9,-5.77593994807734e6,-32141.99683335168,28126.226344714727,0.0
446,14,3,3,102.1231293972412,-4.318523988629698,3.3755767265954617,4.318382298301991,79.64583048545887,125.76760616397576,14505.334206531445,74.09635084460862,5.554538269597125e-11,11595.599999999999,10436.039999999999,281.08474582828023,374.7796611043691,0.0,2.0552655572246294,0.010498736233046202,4.417572435090777e-9,-5.679803452562554e6,-32065.856879228486,28126.226344714727,0.0
447,15,3,3,102.1231293972412,-4.318523988749235,3.375576726595265,4.318382299670588,79.64583048545902,125.76760616397559,14353.150515567535,350.66004180900956,5.554538269597311e-11,11719.980000000001,10547.982,281.08474582828035,374.77966110436927,0.0,2.0336846722420887,0.04968469824257227,4.417572435097564e-9,-5.738905600777162e6,-32114.620165875036,28126.226344714836,0.0
448,16,3,3,102.1231293972412,-4.318523990094121,3.3755767265971484,4.318382314820048,79.645830485459,125.76760616397576,14959.525841443501,262.5447159384332,5.5545382695974944e-11,12238.24,11014.416000000001,281.0847458282801,374.7796611043689,0.0,2.119394923596701,0.03719609458698869,4.4175724351724124e-9,-5.98475298516453e6,-32250.360782265023,28126.226344714763,0.0
449,17,3,3,102.1231293972412,76.8888890511485,48.565484424069716,4.318416717891963,79.64583048472761,125.76760615581367,15168.542475253193,588.482714975617,318.6452683906538,13091.839999999998,11363.166556790922,281.08474582890705,374.7796611052048,0.0,-1.231796466858564e6,-47789.095774820016,-267.0986989785888,-5.325057623532611e6,-32280.38859152954,28126.226346797623,0.0
450,18,3,3,102.1231293972412,81.36169326977098,51.8744585343594,4.318416619544549,79.64583055332243,125.76760707383781,14483.736795288063,627.6996258654852,1168.7074517039887,14068.5,11363.166556832062,667.1780392682768,889.5707190243645,0.0,-1.240968160228204e6,-53781.37292163702,-3593.347417054829,-5.642209652921727e6,-32280.389709067575,66759.93866449769,0.0
451,19,3,3,102.1231293972412,132.24154297006433,90.03434838118255,4.814591022845424,117.8057171336226,176.64746206472884,9998.219511310745,372.6015555299033,6251.398896332053,14849.220000000001,10370.821087743258,886.4999988084752,1181.9999984112808,0.0,-1.37031731303273e6,-51067.32872067303,-153988.46126291528,-5.185302067037562e6,-26888.466260352798,88705.98009232976,0.0
452,20,3,3,102.1231293972412,148.46404382950342,102.78181694790786,7.015823103091773,129.39199528034572,193.644140546385,5820.895432886797,147.46016597827827,9575.204341802755,15137.560000000001,5968.355610903274,1569.9999999998543,270.6666392255677,0.0,-905032.0473337903,-22927.08698416111,-282361.7135464221,-5.034964475246263e6,-8905.31175203999,-81170.18175259198,0.0
453,21,3,3,102.1231293972412,163.34798458545362,125.10773054517777,8.647307502163843,129.3919952801079,223.41202537338032,2636.523086798162,68.86273589282565,12624.754124544272,14924.14,2705.3858281443636,1569.9999999999927,270.6666392142961,0.0,-453469.5584095966,-11844.066373839009,-447572.8758288466,-4.745829365904349e6,-1829.776993702053,-127905.76093250746,0.0
454,22,3,3,102.1231293972412,172.41385098753648,138.70653210183954,9.940343479642861,129.39199528011636,241.54376078647937,102.72320965388406,16.589882203602173,14482.246860595948,14195.560000000001,119.31309208993599,1569.9999999999955,270.6666392128003,0.0,-18732.008149517205,-3025.2346055432686,-570446.932763099,-4.398376428833367e6,-3.558900421121052,-156372.58553126443,0.0
455,23,3,3,102.1231293972412,167.88591097034066,131.91462216482697,9.999721869099936,129.3919952801469,232.48788086760123,0.0,0.556268239452294,13554.523684452612,13149.08,0.5562681711880315,1569.9999999999943,270.6666392138432,0.0,0.0,-98.95212780345278,-506972.6095562803,-4.150871844720113e6,-7.735679756049052e-5,-142154.85405848245,0.0
456,24,3,3,102.1231293972412,163.42161264865294,125.21817468274946,10.354800572402443,129.39199528015882,223.5592842236084,0.0,0.0,12639.839952693865,12233.84,0.0,1569.9999999999927,270.66663921428983,0.0,0.0,0.0,-448502.96603020676,-3.930562586882404e6,0.0,-128136.95732735255,0.0
457,1,4,3,137.42864955412188,147.68991875334777,101.62063347511209,8.724706332176417,129.39199589206575,192.09583377154968,0.0,2550.5880434228325,9416.595521957339,10448.619999999999,2550.5880480713136,1013.7182082219216,1012.3757174411022,0.0,0.0,-398949.27255960304,-275010.71347291744,-3.5446870862348946e6,-1626.3739391907984,57539.7862032392,0.0
458,2,4,3,137.42864955412188,147.68991875337477,101.62063347513299,8.724706332176451,129.39199589206436,192.09583377154854,0.0,2550.5880434228325,9416.59552196278,10634.66,2550.5880480713136,1106.738208219208,888.3490507780518,0.0,0.0,-398949.272559672,-275010.7134731717,-3.605327936985736e6,-1626.373939190711,34751.54428903427,0.0
459,3,4,3,137.42864955412188,147.68991868514337,101.62063347517262,8.799704359199623,129.39199589206626,192.0958337715521,0.0,2400.5919487051906,9416.595521972533,10902.58,2400.591953079976,1315.69625571,609.7383207903295,0.0,0.0,-375667.72913616005,-275010.7128306641,-3.69250603302123e6,-1440.7096253242744,-16439.45266086058,0.0
460,4,4,3,137.42864955412188,147.68991887342992,101.620633475171,8.592878975557113,129.3919958920589,192.0958337715354,0.0,2814.242828149577,9416.595521971682,11303.220000000001,2814.242833279144,1309.1908156108605,618.4122409225156,0.0,0.0,-439817.74300966185,-275010.7146036825,-3.82253487723097e6,-1979.9895774290453,-14845.735796277731,0.0
461,5,4,3,137.42864955412188,147.6899188986034,101.6206334754434,8.565466411360013,129.39199589206038,192.09583377149545,0.0,2869.06797140861,9416.595522018117,11819.64,2869.067976638216,1539.9882439081825,310.6823365261711,0.0,0.0,-448307.3213529274,-275010.7148407309,-3.989548464827312e6,-2057.886616936157,-71386.99175587599,0.0
462,6,4,3,137.42864955412188,147.68991943601802,101.62063347515273,7.974881489770838,129.39199589203764,192.0958337714881,0.0,4050.23813481831,9416.595521965963,12363.22,4050.238142203189,1221.1931611517548,735.7424468679892,0.0,0.0,-630479.5129585306,-275010.71990134707,-4.1646255232697334e6,-4101.104980472464,6712.120984617912,0.0
463,7,4,3,137.42864955412188,152.5289228835552,108.8791380761737,8.565466411360967,129.3919952802044,201.77390207816123,0.0,2869.0679714086127,10408.05197605209,12871.12,2869.067976638215,1569.9999999999827,270.66663921547917,0.0,0.0,-462190.75269967446,-322976.39952628827,-4.265259767527015e6,-2057.8866169334215,-93933.90735883365,0.0
464,8,4,3,137.42864955412188,156.04576070988665,114.15439503307685,8.724706332177758,129.3919952801935,208.8075780223935,0.0,2550.5880434228375,11128.611904618028,13273.2,2550.5880480713113,1569.99999999999,270.666639214858,0.0,0.0,-420261.5831466862,-360846.8118995575,-4.345151111145533e6,-1626.3739391873787,-104976.77859136215,0.0
465,9,4,3,137.42864955412188,158.89008910224493,118.42088791272502,8.971381492725207,129.39199528019464,214.49623519595823,616.3392579235486,1440.898348798193,11711.382342096798,13362.62,2057.237610592122,1569.9999999999925,270.66663921460645,0.0,-103459.61422045948,-241871.3158071289,-393328.9815147044,-4.33492260098006e6,-1058.0560335081318,-113907.97035389123,0.0
466,10,4,3,137.42864955412188,152.56192346537856,108.9286385739989,8.415517181843716,129.39199528019577,201.83990274193584,2294.1202468156057,874.8463325415395,10414.813367101917,13177.779999999999,3168.9665855884036,1569.9999999999827,270.6666392154693,0.0,-369301.6058693501,-140830.52357214576,-323319.9822560891,-4.361395179035903e6,-2510.5858010322518,-94037.5284009634,0.0
467,11,4,3,137.42864955412188,139.35048452404143,95.36605593421422,6.586561123041861,123.13742468716532,183.75640546922642,5204.556174963222,1622.3235990516614,7707.940196573253,12761.82,6826.8797874973425,886.4999988084982,1181.999998411304,0.0,-759537.5520784169,-236757.1131291428,-203606.39684213512,-4.398964137450897e6,-11651.564966728205,88705.98009253142,0.0
468,12,4,3,137.42864955412188,77.4492371867422,48.98716156792474,4.318380891524352,79.64583048480114,125.76760615696975,11333.621236811832,3456.928974822522,425.1402495081088,12231.86,11008.674,281.0847458288364,374.7796611051118,0.0,-926723.2127353608,-282664.8481369815,-475.4793519334635,-4.981558774800475e6,-32249.366747810047,28126.226346493248,0.0
469,13,4,3,137.42864955412188,82.43610445548639,52.680269018478725,4.318380538712236,80.45163776218294,126.84202291890864,11093.918029891589,1210.3906068176461,1306.5113242016305,11837.82,10654.037999999999,886.4999988088105,1181.9999984117437,0.0,-962447.1452510994,-105006.81373628044,-4942.475886350061,-4.767878756014254e6,-32155.05821573837,88705.98007809327,0.0
470,14,4,3,137.42864955412188,81.36169202900693,51.87445853435862,4.318380598016873,79.64583055326567,125.76760707381554,11607.534078161245,1090.432997036912,1168.7074517053552,11634.78,10471.302,657.0527147320107,876.0702863093442,0.0,-994534.3628375093,-93428.37838102585,-3593.3459669646254,-4.701554480754251e6,-32081.911213423715,65746.7667594932,0.0
471,15,4,3,137.42864955412188,80.80025982694858,51.45435192547902,4.3183807470787094,79.64583048090174,125.76760618010474,12532.019388455012,1149.3647087704344,1062.006365707784,11759.56,10583.604,281.0847458322755,374.7796611096972,0.0,-1.0667084539926434e6,-97832.36153430215,-2967.1575980341877,-4.756745432307409e6,-32128.839844490787,28126.226338873057,0.0
472,16,4,3,137.42864955412188,105.20547012851166,69.7572935644356,4.3183804340312415,97.52866231741145,149.61138897768586,10477.60234855963,1033.5627499559614,2541.41486395969,12279.580000000002,11051.622000000001,886.4999988083867,1181.999998411177,0.0,-1.1475473538773935e6,-113199.77217318761,-48749.79069050739,-4.659425906898832e6,-32256.524583169783,88705.98009122472,0.0
473,17,4,3,137.42864955412188,120.01023379531303,80.86086622054826,4.418144820957405,108.63223497248444,164.41615251631356,10237.922718231002,925.7939589541128,3745.3432844939966,13136.060000000001,11163.716699565615,886.4999988083975,1181.9999984111885,0.0,-1.2738881242281636e6,-115195.04124539827,-92852.05531420256,-4.775873277846241e6,-31157.10723979459,88705.98009252825,0.0
474,18,4,3,137.42864955412188,134.37542770873662,91.63476240581274,5.3997952068663375,119.40613115825566,178.7813474306433,8080.758892090068,1119.65344044511,6688.607633153002,14116.02,9200.412350919056,886.499998808445,1181.999998411243,0.0,-1.12948987546913e6,-156499.809226437,-167794.66454666515,-4.91208624915442e6,-21161.884138768015,88705.98009256012,0.0
475,19,4,3,137.42864955412188,151.09916448216646,106.73449857691404,7.404866078613137,129.39199528017352,198.9143827441184,4211.580866036299,978.6885242052455,10115.110552150569,14899.38,5190.269400540878,1569.9999999999754,270.66663921606744,0.0,-667552.5422994122,-155126.0757501125,-308304.8436080422,-4.920916725217199e6,-6734.720069932147,-89444.46200431813,0.0
476,20,4,3,137.42864955412188,161.29730883699713,122.0317164778283,8.30494754256855,129.39199528016462,219.31067328314273,2328.3534578363806,1061.7524610378725,12204.594027173009,15188.699999999999,3390.1059255157943,1569.9999999999939,270.66663921444547,0.0,-394894.0000982141,-180075.61310858006,-422114.44239924126,-4.856082805655001e6,-2873.202833444142,-121466.63815079996,0.0
477,21,4,3,137.42864955412188,166.96990542635572,130.54061241079,9.000572526946016,129.39199528018054,230.65586786153773,992.9753089268897,1005.8802246220006,13366.844415300764,14959.7,1998.8555373873346,1569.9999999999957,270.66663921406,0.0,-174734.33970769224,-177005.22389050797,-494642.56533967564,-4.702289525680846e6,-998.8552738949875,-139278.59363892575,0.0
478,22,4,3,137.42864955412188,167.63476651998673,131.53790474513778,9.45478365740046,129.39199528019623,231.98559097420147,0.0,1090.4329970370068,13503.066953666774,14187.5,1090.4329990211545,1569.999999999996,270.6666392140011,0.0,0.0,-193104.2889438637,-503574.9323644822,-4.463825304685188e6,-297.2608602375949,-141366.25892581124,0.0
479,23,4,3,137.42864955412188,163.0137400585995,124.60636512937552,9.51065587866384,129.39199528020728,222.74353815226598,0.0,978.6885242052535,12556.271426702919,13128.960000000001,978.6885259855053,1569.9999999999945,270.6666392143387,0.0,0.0,-168847.6464492431,-443364.5720170385,-4.208817138968251e6,-239.45766908623773,-126856.23599532573,0.0
480,24,4,3,137.42864955412188,159.34131175927774,119.09772286298048,9.644356549869268,129.39199528021834,215.3986817964411,0.0,711.2871092766812,11803.832842119738,12109.119999999999,711.2871105690077,1569.9999999999927,270.6666392145741,0.0,0.0,-120197.32752080126,-398634.2720944504,-3.941788450981494e6,-126.48226362087917,-115324.81151664714,0.0
481,1,5,3,1.0,-4.318529956162468,-12.221702287608002,4.318381418009652,79.64583049700555,125.76760615967113,0.0,14474.750581539203,5.6721805063473e-9,11490.92,10341.828,281.0847458213166,374.77966109462534,0.0,0.0,2.1500527138487087,4.5111346642450157e-7,-5.630032329185866e6,-32019.970541152077,28126.226349518794,0.0
482,2,5,3,1.0,79.46249406391654,50.450513204172246,4.318381900321497,79.6458309426018,125.76835342855709,0.0,13905.233512891795,807.8569450869536,11729.259999999998,10556.333999999999,281.0847478603838,374.77966381338166,0.0,0.0,-1.1649926441973534e6,-1716.522417586617,-4.760624321691365e6,-32118.01144076258,28126.016674668317,0.0
483,3,5,3,1.0,117.72809633317553,79.14926369817779,4.711443166113577,106.9206324457639,162.134015913579,0.0,10578.34042103247,3277.7595435924122,12083.1,10578.340323520248,886.4999988177731,1181.9999984226718,0.0,0.0,-1.2952071298179317e6,-84838.25271813164,-4.436528007184107e6,-27968.8330090757,88705.98000509813,0.0
484,4,5,3,1.0,132.06209135278317,89.89976079408484,5.9213779563232185,117.67112959527151,176.4680120942352,0.0,8157.248351654514,6214.631617381443,12598.88,8157.248366753671,886.4999988221213,1181.9999984275282,0.0,0.0,-1.1255654275772793e6,-152869.93980135303,-4.437190836929248e6,-16635.15777516159,88705.98002197774,0.0
485,5,5,3,1.0,134.4472058848664,91.68859665470873,5.865759634301865,119.45996547291924,178.85312659559958,0.0,8268.485638741602,6703.314330078121,13198.8,8268.485654040582,886.4999988238831,1181.999998429523,0.0,0.0,-1.1601757403244886e6,-168275.28712641564,-4.607097817166826e6,-17091.943401361787,88705.98002402828,0.0
486,6,5,3,1.0,136.73520416576454,93.40459532645434,5.80964241982103,121.17596416727008,181.14112485280248,0.0,8380.720936493773,7172.099032102156,13779.82,8380.72095199295,886.4999988263185,1181.9999984322853,0.0,0.0,-1.1946285801691099e6,-184148.70688331954,-4.768369199892014e6,-17559.096649754967,88705.98002592154,0.0
487,7,5,3,1.0,137.98938004196964,94.34522715531944,5.695886982756994,122.11659601275551,182.39530064576633,0.0,8608.234646479807,7429.065321685493,14264.300000000001,8608.234662382562,886.4999988281505,1181.9999984343654,0.0,0.0,-1.2368764937909541e6,-193304.89836642728,-4.9094902681548335e6,-18525.388865182074,88705.98002695924,0.0
488,8,5,3,1.0,139.2531168546417,95.29302972477889,5.638240744914626,123.06439860373922,183.65903743274447,0.0,8723.529419547907,7687.990548387067,14638.519999999999,8723.52943564752,886.499998830555,1181.9999984370968,0.0,0.0,-1.263964020657966e6,-202856.8656505436,-5.012942629122989e6,-19024.943799293083,88705.98002802508,0.0
489,9,5,3,1.0,139.01079490229512,95.11128818069953,5.521420123593378,122.8826570550584,183.41671536802446,0.0,8957.178440997543,7638.341526514342,14822.519999999999,8957.178457475258,886.4999988300393,1181.9999984365109,0.0,0.0,-1.2946008404595095e6,-200999.91664721887,-5.076135838406832e6,-20057.677709266893,88705.98002782019,0.0
490,10,5,3,1.0,135.88437077596714,92.76646992307978,5.281569160836263,120.53783875451553,180.29029096981526,0.0,9436.927075961616,6997.772890711403,14661.699999999999,9436.927092957354,886.4999988253,1181.9999984311298,0.0,0.0,-1.332172680793191e6,-178120.62207830977,-5.069847312381501e6,-22263.58958290163,88705.98002523812,0.0
491,11,5,3,1.0,126.93665177353385,86.05568014847385,4.528268307098286,113.82704892461012,171.34257120526243,102.72320961626663,10843.909422958437,5164.487331319688,14338.12,10946.631002651331,886.4999988197643,1181.9999984248714,0.0,-13504.498542628517,-1.4255936856508446e6,-123708.53819135367,-5.092049948054859e6,-29939.845210655934,88705.98001715733,0.0
492,12,5,3,1.0,118.92472829236027,80.04673706793388,4.318416034031111,107.81810581857646,163.33064707507882,1232.6549389959152,10843.90942293856,3522.9355994547745,13826.5,11363.166550802187,886.499998817937,1181.9999984228473,0.0,-151916.27055131277,-1.3364374940735323e6,-88907.19609610562,-5.02997211645318e6,-32280.39636235428,88705.98000710382,0.0
493,13,5,3,1.0,118.05125509798373,79.39163095935768,4.318416521649029,107.16299970776193,162.4571722622878,3252.8387612180923,8493.970605696166,3343.970588034102,13317.779999999999,11363.166545656008,886.4999988178154,1181.9999984227165,0.0,-398048.81104187097,-1.039404393765853e6,-85908.1821120294,-4.865005275720674e6,-32280.390821470683,88705.98000565218,0.0
494,14,5,3,1.0,99.96530065982473,65.82716435738405,4.318416923036212,93.59853305039212,144.37121678310876,3869.178015631133,8723.52941930721,2257.212516157643,13076.92,11363.166548212886,886.499998817541,1181.9999984227438,0.0,-403492.26745989145,-909722.0782888121,-36177.00403514123,-5.017464464637524e6,-32280.38626044127,88705.97994895668,0.0
495,15,5,3,1.0,81.36169749073045,51.874458552396526,4.318417880298507,79.64583058969365,125.76760714287826,4999.109736121863,8839.838562699482,1168.7074568323449,13179.44,11363.166550567254,858.8920894630526,1145.18945261694,0.0,-428324.29894335533,-757398.3879133625,-3593.352350121204,-5.300296341230768e6,-32280.375382910388,85943.45111098814,0.0
496,16,5,3,1.0,81.3616979129332,51.87445853376504,4.318418012452119,79.64583057390941,125.76760711973014,4999.1097361218635,9807.778021194334,1168.7074521706284,13749.119999999999,11363.166553649604,659.762361651786,879.6831488685846,0.0,-428324.3017146436,-840331.5578263768,-3593.3528435530607,-5.519610376023332e6,-32280.373881226857,66017.90256343209,0.0
497,17,5,3,1.0,110.88828848409675,74.01940565899548,4.318416743065961,101.79077438975561,155.29420518855778,3697.964811382121,9933.511005531947,2849.6241365015853,14708.1,11363.166554485993,886.4999988172038,1181.9999984221033,0.0,-426030.34196532035,-1.1444070742850958e6,-64067.91260506559,-5.452683707134556e6,-32280.388305473207,88705.97999059534,0.0
498,18,5,3,1.0,133.45537587715708,90.94472285932986,4.418725654539715,118.7160916697372,177.86129485880727,1609.314565564786,9559.486057798322,6500.09933856118,15895.900000000001,11168.794392654541,886.4999988230759,1181.9999984286085,0.0,-221882.79980911786,-1.3180055513237258e6,-161727.53387773794,-5.510707144581799e6,-31150.6135670956,88705.98002327362,0.0
499,19,5,3,1.0,147.68992163205814,101.62063347672712,5.569764496836854,129.39199586657776,192.09583380772804,136.9564206534465,8723.52941955935,9416.595522330168,16889.579999999998,8860.48585657569,1079.2493038311195,925.0009233098517,0.0,-20989.898042684123,-1.3369653807778477e6,-275010.7405805688,-5.5937968626811225e6,-19626.986613432084,41485.83581255708,0.0
500,20,5,3,1.0,147.68992187804145,101.62063347046367,5.2815691597873,129.39199586715532,192.09583380855966,0.0,9436.927075978918,9416.59552066614,17217.54,9436.927092956812,955.0086862761514,1090.6550800507714,0.0,0.0,-1.4435808056277526e6,-275010.742896894,-5.6953582579034455e6,-22263.58959280063,71922.57251990016,0.0
501,21,5,3,1.0,144.71295527821255,99.38790811967259,5.03336811771631,127.15927729437699,189.11887568211145,0.0,9933.511005607725,8806.64895982819,16967.16,9933.511021574968,886.4999988649743,1181.9999984750139,0.0,0.0,-1.487506751502753e6,-247885.8011343656,-5.668356485639723e6,-24667.432238832822,88705.98003471014,0.0
502,22,5,3,1.0,137.99911575258412,94.35252839846474,4.906137230447236,122.12389725601722,182.40503563674915,0.0,10188.200055168863,7431.05991011116,15846.26,10188.200066128744,886.4999988281664,1181.9999984343835,0.0,0.0,-1.4559473063256405e6,-193377.23513157095,-5.422480187029956e6,-25947.43785874179,88705.9800269895,0.0
503,23,5,3,1.0,130.2451435627199,88.53704912399942,4.7114431635095215,116.30841791494902,174.6510631888754,0.0,10578.340421061688,5842.35954355704,14647.699999999999,10578.34032350917,886.4999988211151,1181.9999984263914,0.0,0.0,-1.42761671645459e6,-141916.51062242582,-5.147864316523846e6,-27968.833036622294,88705.98002036382,0.0
504,24,5,3,1.0,123.63253003720807,83.57758888897632,4.5792384539042,111.34895765353724,168.03844951469034,0.0,10843.909422951108,4487.510541192461,13558.42,10843.908620986336,886.4999988188257,1181.9999984238232,0.0,0.0,-1.3903168044739985e6,-107762.90891199064,-4.873159790972417e6,-29384.654316944034,88705.98001337374,0.0
505,1,6,3,4.927671058322403,76.54266967285356,48.26274744501608,4.318380817722128,79.64583047385338,125.76760602901734,0.0,14223.664360040388,252.84610438344635,11492.68,10343.412,281.08474583883526,374.7796611183529,0.0,0.0,-1.1501404419782278e6,-168.17344258490994,-4.701557474126189e6,-32020.78507896712,28126.22637934902,0.0
506,2,6,3,4.927671058322403,78.5797650823885,49.78886610777888,4.3183808442644365,79.6458304631688,125.7676064806935,0.0,14063.851766978223,639.9986977497865,11720.02,10548.018,281.08474584883106,374.7796611316807,0.0,0.0,-1.1658672360697766e6,-1077.546134045122,-4.767354995638605e6,-32114.650191762514,28126.226249385596,0.0
507,3,6,3,4.927671058322403,81.36169165050985,51.87445853433429,4.31838089786028,79.64583055757392,125.76760708497724,0.0,13130.041001042713,1168.7074518159047,12108.460000000001,10897.614000000001,677.8557525021829,903.8076700028164,0.0,0.0,-1.124982865532414e6,-3593.3455246122758,-4.885796706652969e6,-32226.59414689625,67828.38432088583,0.0
508,4,6,3,4.927671058322403,97.73429385534139,64.15391150627428,4.318389442787628,91.92528024505717,142.14021291909944,0.0,12238.506621317887,2136.2133419014563,12601.720000000001,11341.548,886.4999988105131,1181.9999984138926,0.0,0.0,-1.2489724402674094e6,-31276.13264044124,-4.870735610739267e6,-32280.581092854874,88705.98005784061,0.0
509,5,6,3,4.927671058322403,81.36169214827345,51.87445853436726,4.318416283326373,79.64583055759341,125.7676070849522,0.0,14223.664360042427,1168.7074518225843,13214.619999999999,11363.166555679263,684.1240720014614,912.1654293351878,0.0,0.0,-1.2186851046631169e6,-3593.3461063522846,-5.313863428523082e6,-32280.39352957072,68455.61213815735,0.0
510,6,6,3,4.927671058322403,81.36169237045301,51.874458534906346,4.318416349460856,79.64583055796916,125.76760708547113,0.0,14710.366348007286,1168.7074519535493,13861.66,11363.166556253955,764.2930775096345,1019.0574366794185,0.0,0.0,-1.2603857880070268e6,-3593.34636601519,-5.562839860891687e6,-32280.392778073576,76477.57565495755,0.0
511,7,6,3,4.927671058322403,81.36169290476188,51.87445853321863,4.318416510273779,79.64583055711331,125.76760708417962,0.0,15888.90241769467,1168.707451547762,14471.460000000001,11363.166556462576,479.9250417937595,639.9000557249185,0.0,0.0,-1.361362897632904e6,-3593.3469904659723,-5.7965285724319555e6,-32280.390950729525,48022.813201629775,0.0
512,8,6,3,4.927671058322403,81.36169311927377,51.874458532994836,4.3184165746742815,79.64583055705612,125.76760708407109,0.0,16360.830575649694,1168.7074514937,14893.179999999998,11363.166556536571,454.8209624127982,606.4279498836369,0.0,0.0,-1.4017977584057648e6,-3593.3472411676194,-5.957597146129394e6,-32280.390218935907,45510.81984908869,0.0
513,9,6,3,4.927671058322403,81.36169312000038,51.87445853359315,4.318416574664732,79.64583055723003,125.76760708432539,0.0,16360.830575649694,1168.7074516361834,15051.76,11363.16655655427,534.1109623415879,712.1479497886899,0.0,0.0,-1.4017977584174967e6,-3593.347242016811,-6.018048973092102e6,-32280.39021904442,53444.82729554718,0.0
514,10,6,3,4.927671058322403,81.36169311940755,51.874458533104935,4.318416574672917,79.64583055708326,125.7676070841112,0.0,16360.830575649694,1168.7074515200725,14916.66,11363.166556539343,466.5609623996178,622.0812831993964,0.0,0.0,-1.4017977584079313e6,-3593.347241323965,-5.966551854768958e6,-32280.390218951397,46685.56127172077,0.0
515,11,6,3,4.927671058322403,81.3616931105854,51.87445852610322,4.3184165746976095,79.64583055657933,125.7676070829682,0.0,16360.830575649694,1168.707449775863,14600.759999999998,11363.166556496464,308.6109632716821,411.48128436214876,0.0,0.0,-1.4017977582639977e6,-3593.347231013613,-5.845959704976689e6,-32280.39021867083,30880.5862387413,0.0
