period,time_step,SOLAR,LOAD_E,WIND
270,9,0.004,0.51481,0.015625
270,10,0.077,0.500885,0.010523
270,11,0.212,0.476763,0.000876
270,12,0.352,0.450552,0.000406
270,13,0.463,0.427411,0.001261
270,14,0.534,0.414477,0.002338
270,15,0.558,0.418442,0.003675
270,16,0.532,0.438333,0.003053
270,17,0.45,0.475133,0.002862
270,18,0.334,0.51867,0.002679
270,19,0.155,0.564172,0.000963
270,20,0.052,0.585262,0.035017
270,21,0.003,0.57887,0.113779
270,22,0.0,0.543768,0.13941
270,23,0.0,0.497191,0.132074
270,24,0.0,0.452208,0.107381
279,1,0.0,0.403888,0.231699
279,2,0.0,0.410373,0.23521
279,3,0.0,0.423075,0.25702
279,4,0.0,0.439864,0.343908
279,5,0.0,0.466687,0.276193
279,6,0.0,0.491521,0.276193
279,7,0.0,0.510235,0.296296
279,8,0.0,0.521537,0.604807
279,9,0.0,0.53259,0.565939
279,10,0.039,0.524482,0.695041
279,11,0.089,0.509203,0.470508
279,12,0.214,0.484465,0.528772
279,13,0.325,0.465099,1.0
279,14,0.364,0.457645,0.680612
279,15,0.359,0.465763,0.296296
279,16,0.364,0.488818,0.53485
279,17,0.294,0.529904,0.528772
279,18,0.204,0.579083,0.339383
279,19,0.135,0.619692,0.386457
279,20,0.035,0.643167,0.214669
279,21,0.0,0.62872,0.149606
279,22,0.0,0.59119,0.103251
279,23,0.0,0.54109,0.160289
279,24,0.0,0.486088,0.168626
295,1,0.0,0.430154,0.754798
295,2,0.0,0.439755,0.972479
295,3,0.0,0.453923,1.0
295,4,0.0,0.473673,1.0
295,5,0.0,0.498283,1.0
295,6,0.0,0.527348,1.0
295,7,0.0,0.550075,1.0
295,8,0.0,0.565683,0.659344
295,9,0.0,0.566599,0.747149
295,10,0.005,0.560672,0.572297
295,11,0.032,0.546988,0.73955
295,12,0.083,0.524277,0.326047
295,13,0.184,0.504603,0.304603
295,14,0.286,0.494083,0.264579
295,15,0.283,0.506594,0.357724
295,16,0.187,0.537005,0.487512
295,17,0.178,0.585738,0.453903
295,18,0.114,0.640026,0.540974
295,19,0.039,0.684804,0.464928
295,20,0.002,0.700247,0.401383
295,21,0.0,0.683663,0.326047
295,22,0.0,0.639704,0.224783
295,23,0.0,0.583348,0.198495
295,24,0.0,0.52662,0.25702
334,1,0.0,0.549541,0.0039
334,2,0.0,0.565995,0.004377
334,3,0.0,0.586623,0.001372
334,4,0.0,0.611227,0.010523
334,5,0.0,0.638469,0.014496
334,6,0.0,0.667746,0.039133
334,7,0.0,0.694929,0.030292
334,8,0.0,0.716204,0.036018
334,9,0.0,0.72503,0.036018
334,10,0.0,0.715199,0.038075
334,11,0.006,0.694618,0.035017
334,12,0.061,0.661856,0.032127
334,13,0.106,0.636675,0.017426
334,14,0.163,0.623129,0.015053
334,15,0.139,0.640687,0.008453
334,16,0.122,0.676725,0.0039
334,17,0.09,0.737807,0.000717
334,18,0.052,0.810382,0.001744
334,19,0.004,0.865727,0.005445
334,20,0.0,0.893019,0.011438
334,21,0.0,0.875552,0.000963
334,22,0.0,0.81915,0.000579
334,23,0.0,0.754042,0.000313
334,24,0.0,0.689647,0.000459
359,1,0.0,0.534068,0.572297
359,2,0.0,0.545294,0.666384
359,3,0.0,0.562152,0.659344
359,4,0.0,0.583068,0.770255
359,5,0.0,0.610379,0.695041
359,6,0.0,0.641285,0.652355
359,7,0.0,0.668912,0.732004
359,8,0.0,0.68871,0.793832
359,9,0.0,0.695683,0.770255
359,10,0.0,0.690879,0.732004
359,11,0.0,0.676388,0.666384
359,12,0.015,0.653058,0.687801
359,13,0.036,0.633161,0.459394
359,14,0.079,0.623833,0.732004
359,15,0.071,0.637191,0.659344
359,16,0.091,0.676952,0.702332
359,17,0.08,0.737357,0.591659
359,18,0.03,0.80369,0.754798
359,19,0.001,0.860737,0.687801
359,20,0.0,0.883204,0.770255
359,21,0.0,0.865221,0.7625
359,22,0.0,0.809539,0.659344
359,23,0.0,0.739821,0.673473
359,24,0.0,0.67255,0.73955
