Time;jh;jd;jy;W;Elec_Price;H2_Price;Elec_GC_Price;H2_GC_Price;EP_Price;Gen_VRES_01_g;Gen_Conv_01_g;Cons_Elec_01_d;Demand_GC_Elec_01_d_gc;Prod_H2_Green_e_in;Prod_H2_Green_q_elec_gc;Prod_H2_Green_h2_out;Prod_H2_Green_q_h2gc;Offtaker_Green_h2_in;Offtaker_Green_q_h2gc;Offtaker_Green_ep;Offtaker_Grey_ep;Offtaker_Grey_q_h2gc;Offtaker_Import_ep;Gen_VRES_01_obj;Gen_Conv_01_obj;Cons_Elec_01_obj;Demand_GC_Elec_01_obj;Prod_H2_Green_obj;Offtaker_Green_obj;Offtaker_Grey_obj;Offtaker_Import_obj
26;2;2;1;25.87661147;59.81221077;68.74257705;20.63040181;49.39083531;127.063321;0;35.87673258;19.2;0;16.58816373;1.29E-11;11.05877582;11.05877582;10.86794952;0.174903056;8.150962139;27.89576018;10.84121671;0;0;174.3375637;-216314.1247;0;-7272.876573;-5767.951526;-5679.791081;0
27;3;2;1;25.87661147;59.87457382;68.89900992;20.65019885;49.38132813;127.1625485;0;35.01609546;18;0;16.9825638;1.28E-11;11.3217092;11.3217092;11.35584348;0.058044561;8.516882609;27.46943911;11.1988138;0;0;113.6483977;-202905.1782;0;-7461.435367;-6162.194929;-4997.489805;0
28;4;2;1;25.87661147;59.87457382;68.89900992;20.65019885;49.38132813;127.1625485;0;35.01609546;18;0;16.9825638;1.28E-11;11.3217092;11.3217092;11.35584348;0.058044561;8.516882609;27.46943911;11.1988138;0;0;113.6483977;-202905.1782;0;-7461.435367;-6162.194929;-4997.489805;0
29;5;2;1;25.87661147;59.77904981;68.6667775;20.61720397;49.39420109;127.0130299;0;36.51622886;20;0;16.38438567;1.30E-11;10.92292378;10.92292378;10.58300439;0.252109009;7.937253294;28.14893509;10.63519862;0;0;208.7794242;-225240.8686;0;-7177.118636;-5522.593815;-6082.837973;0
30;6;2;1;25.87661147;60.16597968;69.80733834;17.00674028;49.3140753;127.7261018;8.115533237;34.60076217;22;5.5;20.77859862;2.704684457;13.85239908;13.85239908;14.39351206;3.98E-05;10.79513405;25.07644593;13.7101368;0;-16206.46416;-148.6099875;-247260.0392;-230.3129292;-8083.790157;-7723.643813;-496.0384284;0
31;7;2;1;25.87661147;60.37430528;70.74325394;16.9022514;49.2655451;128.3147467;24.34659971;28.20151185;26;6.325960403;26.66129163;18.07750411;17.77419442;17.77419442;18.57122372;0.151024342;13.92841779;21.88332854;17.57986299;0;-48684.81038;-273.1528584;-291403.4583;-248.2030554;-4257.470188;-9535.360126;6377.565923;0
32;8;2;1;25.87661147;60.19072315;70.31631802;16.81873976;49.2773041;128.0473176;48.69319942;6.896187974;30;6.476482146;25.64179073;42.28057794;17.09452715;17.09452715;17.56909352;0.136128674;13.17682014;22.72369182;16.90102132;0;-97033.07861;-34.03454126;-335600.9758;-261.7980743;6763.916584;-9132.288614;5058.830077;0
33;9;2;1;25.87661147;58.80905972;69.15613968;16.70743652;49.09570005;127.4672819;81.15533236;0;32;6.676878751;48.81377592;74.55158784;32.54251728;32.54251728;33.02815542;18.05037413;24.77111656;10.81341367;14.41788489;0;-158586.5303;0;-358704.437;-280.4732196;9462.383277;4817.87315;10631.17474;0
34;10;2;1;25.87661147;-16.62042162;26.84651044;16.86795285;49.3329388;127.4168037;95.48814189;0;32.8;6.416599757;62.62822203;89.12165608;41.75214802;41.75214802;41.59993275;35.31251647;31.19994957;4.888566657;6.413752941;0;-611.627294;0;-431523.285;-253.6918368;-67098.22845;-23240.17185;4719.386981;0
35;11;2;1;25.87661147;-16.55933972;26.90419088;16.85440105;49.33294872;127.4165549;94.64991344;0;32;6.404650582;62.62822203;88.28097387;41.75214802;41.75214802;41.59993275;35.31277315;31.19994957;4.888596369;6.413456978;0;-722.669837;0;-421113.3582;-255.9604392;-67459.4711;-23177.54329;4719.021203;0
36;12;2;1;25.87661147;-16.5535557;26.96187081;16.85333938;49.33295864;127.4163062;93.84402651;0;31.2;6.402299951;62.62822203;87.4754022;41.75214802;41.75214802;41.59993275;35.31302978;31.19994957;4.888626078;6.413161064;0;-727.984298;0;-410742.3246;-256.1397421;-67866.16686;-23114.91534;4718.655484;0
37;13;2;1;25.87661147;-16.54539569;27.04839071;16.85268097;49.33297352;127.4159331;92.62713105;0;30;6.394365715;62.62822203;86.26102504;41.75214802;41.75214802;41.59993275;35.31341472;31.19994957;4.88867064;6.412717193;0;-736.5248033;0;-395171.0978;-256.2594653;-68477.50364;-23020.97343;4718.106907;0
38;14;2;1;25.87661147;-16.62967442;27.13491061;16.8797508;49.3329884;127.4155599;91.39459411;0;28.8;6.364738871;62.62822203;85.05270576;41.75214802;41.75214802;41.59993275;35.31379967;31.19994957;4.888715203;6.412273323;0;-591.4262267;0;-379650.6362;-251.8336709;-69174.93777;-22927.03151;4717.558331;0
39;15;2;1;25.87661147;58.78233224;68.60772176;16.70743924;49.0925564;126.7771553;81.15533237;0;28;6.676865348;52.66188319;74.5516006;35.10792212;35.10792212;35.35328639;22.94355137;26.51496479;9.165284469;12.22037929;0;-158530.4077;0;-314610.2927;-280.4727659;8132.144818;9729.061687;9173.502358;0
40;16;2;1;25.87661147;60.19072315;70.31631802;16.81873976;49.2773041;128.0473176;48.69319942;6.896187973;30;6.476482146;25.64179073;42.28057794;17.09452715;17.09452715;17.56909352;0.136128674;13.17682014;22.72369182;16.90102132;0;-97033.07861;-34.03454125;-335600.9758;-261.7980743;6763.916584;-9132.288614;5058.830077;0
41;17;2;1;25.87661147;60.38987094;70.76649647;16.90221597;49.25768386;128.3249672;24.34659971;36.76257036;34;6.326190066;27.18703711;18.07731545;18.12469141;18.12469141;18.69642265;0.170119199;14.02231699;21.85172032;17.89605675;0;-48694.59455;-370.8806154;-379292.7566;-248.208466;-4493.701387;-9569.096986;6794.397161;0
42;18;2;1;25.87661147;59.8977921;69.10855995;16.95786512;49.35826195;127.2848714;8.115533237;42.9915122;36;6.225986597;15.00143784;1.941811751;10.00095856;10.00095856;9.780241612;0.207154237;7.335181209;28.72391275;9.733676179;0;-16139.88019;113.7036987;-401596.7162;-239.3473671;-5778.16749;-5076.684323;-7848.141513;0
43;19;2;1;25.87661147;59.83075783;68.77713882;20.61102889;49.38932125;127.0953148;0;48.31558719;34;0;14.28238937;1.30E-11;9.521592914;9.521592914;9.52750314;0.086390759;7.145627355;28.84450633;9.386351737;0;0;211.5939561;-379784.667;0;-6263.226031;-5139.487829;-8227.868079;0
44;20;2;1;25.87661147;59.79611508;68.74333374;20.61102889;49.38316072;127.0640657;0;48.70036096;32;0;16.57416646;1.30E-11;11.0494443;11.0494443;10.78789566;0.23669167;8.090921745;27.96889019;10.75726898;0;0;256.9358438;-357887.1042;0;-7271.664832;-5644.839574;-5840.970646;0
45;21;2;1;25.87661147;59.99858718;69.34757855;20.61102889;49.34550586;127.4291536;0;47.10360652;30;0;17.01968229;1.30E-11;11.34645486;11.34645486;11.24201729;0.136671145;8.431512964;27.59808102;11.1319722;0;0;1.722062705;-335750.1306;0;-7544.312314;-5927.016799;-5374.034075;0
46;22;2;1;25.87661147;59.96114225;69.2309067;20.61102889;49.35389592;127.3574672;0;40.73914118;26;0;14.6463882;1.30E-11;9.764258799;9.764258799;9.616970428;0.157248181;7.212727821;28.82730774;9.536316504;0;0;40.96348914;-291681.4311;0;-6479.135025;-5034.379105;-8228.445566;0
47;23;2;1;25.87661147;59.90685617;69.08716069;20.61102889;49.36258715;127.2669234;0;38.28766899;22;0;16.1537149;1.30E-11;10.76914327;10.76914327;10.4639306;0.239302618;7.847947953;28.23341395;10.47276214;0;0;92.2827327;-247407.5545;0;-7130.988598;-5411.12819;-6543.566274;0
48;24;2;1;25.87661147;59.82199411;68.81629011;20.61102889;49.38246602;127.1021573;0;37.25649567;20.8;0;16.31276077;1.30E-11;10.87517384;10.87517384;10.50957402;0.267163336;7.882180518;28.21267869;10.56606817;0;0;171.6104704;-234119.7426;0;-7166.38836;-5440.39726;-6284.030396;0
49;1;3;1;52.1089689;59.99220204;69.2245528;20.68318819;49.4136375;127.3673356;0;34.03208242;16;0;18.06116749;6.32E-12;12.04077833;12.04077833;12.3741067;2.40E-08;9.280580022;26.62405875;11.98569545;0;0;13.82871921;-363518.6685;0;-16093.57399;-13573.69267;-7106.242962;0
50;2;3;1;52.1089689;60.03280289;69.33651125;20.69638602;49.39561725;127.4340563;0;33.78124849;15.2;0;18.61686264;6.29E-12;12.41124176;12.41124176;12.8460612;1.22E-08;9.634545902;26.24938252;12.31918644;0;0;-57.74312608;-345468.9882;0;-16610.0976;-14049.95242;-5816.049766;0
51;3;3;1;52.1089689;60.09826924;69.49214791;20.71618276;49.37307417;127.5321689;0;33.55785813;14;0;19.62230286;6.26E-12;13.08153524;13.08153524;13.63612736;6.31E-09;10.22709552;25.6325633;12.94776177;0;0;-171.8400107;-318366.219;0;-17530.94461;-14855.75766;-3462.602404;0
52;4;3;1;52.1089689;60.09826924;69.49214791;20.71618276;49.37307417;127.5321689;0;33.55785813;14;0;19.62230286;6.26E-12;13.08153524;13.08153524;13.63612736;6.31E-09;10.22709552;25.6325633;12.94776177;0;0;-171.8400107;-318366.219;0;-17530.94461;-14855.75766;-3462.602404;0
53;5;3;1;52.1089689;60.32536139;70.3800042;16.98621697;49.26212923;128.0868759;8.115533237;34.18319911;16;4;26.40929771;4.164761279;17.60619847;17.60619847;18.40054499;0.053456078;13.80040875;22.00706579;17.41718101;0;-32694.45333;-579.5503895;-363240.8991;-419.7446283;-20308.45889;-19456.68586;12500.82154;0
54;6;3;1;52.1089689;60.33902376;70.61934637;16.92047154;49.27476571;128.2344546;24.34659971;19.75506364;18;4.5;26.19210417;19.89474313;17.46140278;17.46140278;18.14465911;0.139228926;13.60849433;22.23403983;17.2809698;0;-98017.28345;-348.9964771;-408164.216;-458.318083;-6466.76176;-18842.28786;11659.36876;0
55;7;3;1;52.1089689;60.26811015;70.61532636;16.80980226;49.25898653;128.2233471;48.69319942;3.367172181;22;5.5;30.06412853;43.26746721;20.04275235;20.04275235;20.39095372;0.232304058;15.29321529;20.65051518;19.76964121;0;-195573.8271;-47.04257256;-497802.2729;-520.2344548;10252.068;-20975.83136;20374.9107;0
56;8;3;1;52.1089689;58.70221655;68.57947474;16.67311894;49.07930404;126.8214348;81.15533237;0;26;6.5;54.63524359;74.67892565;36.42349573;36.42349573;36.26406248;24.07146311;27.19804686;9.002290692;12.00305425;0;-318756.3158;0;-589078.4685;-576.4412379;14385.56522;21337.16444;18115.53691;0
57;9;3;1;52.1089689;-16.49700444;-1.250549103;16.80282311;49.32988913;127.4517498;90.9972696;0;28;6.600124271;62.62822203;84.5325994;41.75214802;41.75214802;41.59993275;35.3287986;31.19994957;4.869225665;6.399989892;0;-1450.122971;0;-743382.1796;-532.1031639;-77900.35619;-107727.2455;9486.022324;0
58;10;3;1;52.1089689;-16.51654225;-0.645074346;16.80900644;49.33046506;127.4456337;92.99057561;0;30;6.593776395;62.62822203;86.53125565;41.75214802;41.75214802;41.59993275;35.32460691;31.19994957;4.872981991;6.403854222;0;-1417.177068;0;-795729.8151;-530.0121119;-77504.81874;-106414.5111;9492.327568;0
59;11;3;1;52.1089689;-16.53472177;0.036304014;16.81468785;49.33090297;127.439825;94.98508439;0;32;6.588266218;62.62822203;88.53056477;41.75214802;41.75214802;41.59993275;35.32388369;31.19994957;4.875620169;6.404060338;0;-1385.713039;0;-847975.04;-528.0916504;-77270.1443;-104929.0762;9490.706305;0
60;12;3;1;52.1089689;-16.55438528;0.717683312;16.82079544;49.33112069;127.4393909;96.97952983;0;34;6.582513018;62.62822203;90.53010961;41.75214802;41.75214802;41.59993275;35.31848688;31.19994957;4.877337438;6.409753874;0;-1346.304611;0;-900122.4655;-526.0288911;-77036.43489;-103464.7967;9503.069595;0
61;13;3;1;52.1089689;-16.65759928;10.25289493;16.86858155;49.34204603;127.3455046;95.58940244;0;32.8;6.465791289;62.62822203;89.20559261;41.75214802;41.75214802;41.59993275;35.18896525;31.19994957;4.954277504;6.538385823;0;-1050.916402;0;-869042.6003;-510.4325668;-99081.2631;-82955.31024;9751.678492;0
62;14;3;1;52.1089689;-16.55907463;26.90419076;16.85393257;49.33294875;127.416555;94.65394059;0;32;6.406852479;62.62822203;88.2839786;41.75214802;41.75214802;41.59993275;35.31277311;31.19994957;4.888596325;6.413457032;0;-1454.333503;0;-848015.6481;-515.5895982;-135845.0111;-46673.72669;9502.918669;0
63;15;3;1;52.1089689;-16.52744996;-0.236247693;16.81241528;49.33072608;127.4421714;94.18728088;0;31.2;6.59047029;62.62822203;87.73084113;41.75214802;41.75214802;41.59993275;35.32417632;31.19994957;4.874554234;6.403976686;0;-1398.610381;0;-827089.0015;-528.8595381;-77364.1516;-105523.2829;9491.360351;0
64;16;3;1;52.1089689;58.7611572;68.95393702;16.70743792;49.09155033;127.2428651;81.15533237;0;30;6.676871668;50.75454777;74.55159462;33.83636518;33.83636518;34.31024901;20.72983213;25.73268676;9.822274819;13.09636642;0;-319150.7033;0;-678050.5161;-564.8018535;17469.06162;15075.87328;19558.26898;0
65;17;3;1;52.1089689;60.19655638;70.33174811;16.81873907;49.27554512;128.0580999;48.69319942;8.948973988;32;6.476485218;25.70025464;42.28057505;17.13350309;17.13350309;17.62083795;0.133859647;13.21562846;22.68084035;16.93974505;0;-195414.9458;-91.65852729;-720026.6308;-527.1955166;13562.99368;-18444.41389;10334.97437;0
66;18;3;1;52.1089689;60.38998241;70.7665027;16.90221597;49.25760051;128.3250324;24.34659971;36.76244946;34;6.326190066;27.18713355;18.07731545;18.1247557;18.1247557;18.69637609;0.169980089;14.02228207;21.85173382;17.89600779;0;-98058.77309;-747.0711114;-763799.7489;-499.8292473;-9049.038993;-19270.09814;13681.90463;0
67;19;3;1;52.1089689;59.9222113;69.19571557;16.95786736;49.35085657;127.3375425;8.115533237;39.94318213;32.8;6.225991762;15.14757257;1.941810356;10.09838171;10.09838171;9.873312828;0.213309809;7.404984621;28.65557377;9.819500735;0;-32511.97553;161.9092516;-738154.3653;-481.9844811;-11788.52784;-10285.25181;-15568.71101;0
68;20;3;1;52.1089689;59.99859002;69.34758773;20.61102404;49.34550689;127.4291619;0;47.10360573;30;0;17.01969351;6.44E-12;11.34646234;11.34646234;11.24202123;0.136673672;8.431515924;27.59808103;11.13199082;0;0;3.460818365;-676116.0756;0;-15192.3557;-11935.51301;-10821.91267;0
69;21;3;1;52.1089689;59.96114478;69.23089709;20.61102404;49.35389917;127.3574572;0;40.73913296;26;0;14.64637528;6.44E-12;9.764250186;9.764250186;9.616938379;0.15724461;7.212703784;28.82734019;9.536312686;0;0;82.48475504;-587372.8308;0;-13047.3271;-10137.94483;-16570.05344;0
70;22;3;1;52.1089689;59.90685301;69.08715149;20.61102404;49.36258783;127.2669177;0;38.28771204;22;0;16.1537564;6.44E-12;10.76917093;10.76917093;10.46395145;0.239305356;7.847963586;28.23340012;10.47278802;0;0;185.8406502;-498216.4172;0;-14360.04722;-10896.66594;-13176.99708;0
71;23;3;1;52.1089689;59.87457354;68.89900957;20.65019366;49.38132785;127.1625485;0;35.01609521;18;0;16.98256362;6.37E-12;11.32170908;11.32170908;11.35584312;0.058042751;8.516882338;27.46943939;11.19881565;0;0;228.8597174;-408599.8524;0;-15025.44862;-12409.11082;-10063.67977;0
72;24;3;1;52.1089689;59.9439149;69.09843621;20.66999037;49.39087623;127.2869039;0;34.41987731;16.8;0;17.62274459;6.34E-12;11.7484964;11.7484964;11.961498;6.24E-06;8.9711235;26.96660748;11.68682826;0;0;100.5933617;-381561.7879;0;-15656.11202;-13162.07708;-8265.135891;0
73;1;4;1;91.1030721;59.90685296;69.08715137;20.61102307;49.36258784;127.2669176;0;38.287712;22;0;16.15375636;3.68E-12;10.76917091;10.76917091;10.46395137;0.239305273;7.847963531;28.23340018;10.47278812;0;0;324.9088074;-871040.9577;0;-25105.93549;-19050.84249;-23037.58672;0
74;2;4;1;91.1030721;59.82199394;68.81629011;20.61102307;49.38246601;127.1021575;0;37.2564952;20.8;0;16.31276031;3.68E-12;10.87517354;10.87517354;10.50957359;0.267162278;7.882180192;28.21267898;10.56606929;0;0;604.1848107;-824258.919;0;-25230.50531;-19153.86058;-22124.00853;0
75;3;4;1;91.1030721;59.77904789;68.66677398;20.61719823;49.39420117;127.0130282;0;36.51625115;20;0;16.38440669;3.68E-12;10.92293779;10.92293779;10.58301405;0.252108243;7.937260536;28.14892868;10.63521457;0;0;735.050804;-792999.3155;0;-25268.31544;-19443.26807;-21415.58786;0
76;4;4;1;91.1030721;59.77904789;68.66677398;20.61719823;49.39420117;127.0130282;0;36.51625115;20;0;16.38440669;3.68E-12;10.92293779;10.92293779;10.58301405;0.252108243;7.937260536;28.14892868;10.63521457;0;0;735.050804;-792999.3155;0;-25268.31544;-19443.26807;-21415.58786;0
77;5;4;1;91.1030721;59.86189769;68.89827712;2768.156757;49.37906302;127.1619158;3.246213295;35.55926485;22;0;16.75895946;4.83E-15;11.17263964;11.17263964;11.15409444;0.091084955;8.365570826;27.63530215;11.01983882;0;-836358.2478;447.3904658;-871131.0601;0;-25939.69239;-21156.63304;-18810.81971;0
78;6;4;1;91.1030721;60.25516415;70.18901368;16.95782141;49.28409598;127.9629139;12.98485318;35.38699172;24.8;6.18116787;23.64205669;6.868051645;15.76137113;15.76137113;16.35125958;0.045994743;12.26344469;23.6003714;15.60747327;0;-91339.87457;-822.6144322;-979532.2076;-842.9318588;-26852.87719;-30380.72563;9954.382313;0
79;7;4;1;91.1030721;60.34386304;70.68067153;16.88552152;49.26925878;128.2753142;29.21591965;25.99336244;28.8;6.35624456;26.50866078;22.9179714;17.67244052;17.67244052;18.38858537;0.151278854;13.79143903;22.04241223;17.48194941;0;-205558.3664;-814.2935321;-1.13E+06;-883.3286177;-7304.078792;-33288.16443;21688.59483;0
80;8;4;1;91.1030721;60.1808322;70.31722609;16.80760881;49.27714357;128.0468003;51.93941271;6.415516873;32.8;6.496524571;25.59990268;45.50767633;17.06660179;17.06660179;17.52451665;0.147625614;13.14338749;22.76348604;16.86659654;0;-364296.9894;-105.6915939;-1.29E+06;-928.1799562;28754.77079;-32014.98909;17555.08379;0
81;9;4;1;91.1030721;57.48769999;67.6518376;16.71856677;48.68197094;125.8309495;77.90911907;0;35.2;6.656839398;42.63597791;71.32448656;28.42398527;28.42398527;28.43018884;9.038555715;21.32264163;14.58224028;19.44298704;0;-526698.2788;0;-1.39E+06;-980.778895;38453.60395;-15525.83342;51915.06905;0
82;10;4;1;91.1030721;-17.63477607;9.355859294;17.17615306;49.33749438;127.4136862;98.45853629;0;36;6.065032699;62.62822203;92.39822573;41.75214802;41.75214802;41.59993275;35.17584635;31.19994957;4.929097985;6.55859401;0;4113.791165;0;-1.67E+06;-722.4991656;-167876.1548;-148699.3179;17169.27125;0
83;11;4;1;91.1030721;-16.56592535;1.126510786;16.82427821;49.33120494;127.4402471;98.17731047;0;35.2;6.579695677;62.62822203;91.73063208;41.75214802;41.75214802;41.59993275;35.31429663;31.19994957;4.878171045;6.414290172;0;-2310.773772;0;-1.63E+06;-917.6069169;-134436.6445;-179361.0005;16632.36394;0
84;12;4;1;91.1030721;-16.55438528;0.717683209;16.82079544;49.33112012;127.4393993;96.97952982;0;34;6.582513013;62.62822203;90.5301096;41.75214802;41.75214802;41.59993275;35.31848644;31.19994957;4.877334028;6.409755193;0;-2353.769204;0;-1.57E+06;-919.6660185;-134684.2184;-180889.4417;16614.40236;0
85;13;4;1;91.1030721;-16.58845901;26.8465107;16.86449184;49.33293883;127.4168037;95.43098013;0;32.8;6.390375282;62.62822203;89.07217607;41.75214802;41.75214802;41.59993275;35.31251647;31.19994957;4.888566618;6.413752963;0;-2399.844706;0;-1.52E+06;-895.3473094;-236152.6385;-81821.03085;16615.41575;0
86;14;4;1;91.1030721;-16.62209157;0.036303856;16.88273339;49.3309031;127.4398197;94.54169845;0;32;6.337650123;62.62822203;88.21087008;41.75214802;41.75214802;41.59993275;35.32389107;31.19994957;4.875620256;6.404052004;0;-2244.918205;0;-1.48E+06;-885.0383627;-135534.216;-183449.3928;16592.74173;0
87;15;4;1;91.1030721;57.98961141;68.33275669;16.71856677;48.82533696;126.4458194;77.90911907;0;32.8;6.656839399;45.12772692;71.32448656;30.08515128;30.08515128;29.96413678;11.98961296;22.47310258;13.58980577;18.11974102;0;-530260.7257;0;-1.30E+06;-980.7788949;34156.2747;-4681.713359;47857.25562;0
88;16;4;1;91.1030721;60.17885679;70.30821833;16.80760881;49.27726311;128.0421612;51.93941271;7.654953787;34;6.496524571;25.64346712;45.50767633;17.09564475;17.09564475;17.56402691;0.141980026;13.17302018;22.73025419;16.89936004;0;-364287.6421;-124.7329019;-1.34E+06;-928.1799563;28694.35048;-32122.85269;17796.87212;0
89;17;4;1;91.1030721;60.4732468;71.08043874;16.88552059;49.23338977;128.5262786;29.21591965;33.86400707;36;6.356249096;27.18951058;22.91796737;18.12634039;18.12634039;18.83247068;0.206984574;14.12435301;21.71458727;17.85403751;0;-205902.7395;-1460.020847;-1.41E+06;-883.3291258;-8677.621727;-33495.79618;23648.39169;0
90;18;4;1;91.1030721;59.84615791;69.00811875;16.94117187;49.36103345;127.223495;12.98485318;40.53581406;38;6.256052329;15.38779549;6.782460975;10.25853032;10.25853032;9.937815974;0.269382959;7.45336198;28.63100261;9.934980857;0;-90836.3408;568.1291763;-1.49E+06;-851.9632417;-13457.2603;-17945.68543;-26331.97945;0
91;19;4;1;91.1030721;59.90156263;68.97849978;18.36309302;49.40530403;127.2120228;3.246213295;47.98160023;36.8;3.234460257;14.43273681;2.59E-11;9.621824539;9.621824539;9.846874849;2.49E-07;7.385156137;28.54906967;9.565618848;0;-23145.98956;430.2964311;-1.44E+06;-244.0721722;-22380.31027;-19000.629;-27721.3555;0
92;20;4;1;91.1030721;60.02236693;69.34561634;20.61102307;49.368381;127.432773;0;49.77096668;35.2;0;14.47046978;3.68E-12;9.646979854;9.646979854;9.289238859;0.168973042;6.966929144;29.15099273;9.469963135;0;0;-101.418108;-1.38E+06;0;-22569.76159;-16994.06429;-30262.23746;0
93;21;4;1;91.1030721;59.88345592;69.00727407;20.61102307;49.36665683;127.2207374;0;49.04813462;32.8;0;16.1277145;3.68E-12;10.75180966;10.75180966;10.51913355;0.208376728;7.889350165;28.16908596;10.47787391;0;0;520.7697315;-1.29E+06;0;-25025.58254;-19339.35103;-22732.55658;0
94;22;4;1;91.1030721;59.99859068;69.34758984;20.61102307;49.34550712;127.4291638;0;47.10360595;30;0;17.01969638;3.68E-12;11.34646426;11.34646426;11.24202246;0.136674232;8.431516846;27.59808074;11.13199517;0;0;6.047776798;-1.18E+06;0;-26561.08175;-20867.07679;-18920.13387;0
95;23;4;1;91.1030721;59.88253337;68.98596856;20.61102307;49.37185117;127.2081943;0;42.27396064;27.2;0;14.96633668;3.68E-12;9.977557789;9.977557789;9.746372478;0.197836517;7.309779358;28.75078692;9.726475321;0;0;452.3977792;-1.07E+06;0;-23210.07066;-17907.66414;-27517.03641;0
96;24;4;1;91.1030721;60.02292912;69.41708335;20.61102307;49.34001606;127.4720237;0;39.33567925;24;0;15.26363642;3.68E-12;10.17575761;10.17575761;10.13729837;0.104681824;7.602973774;28.40834639;9.981856751;0;0;-82.16881495;-948879.465;0;-23846.04862;-18865.52837;-26231.28875;0
97;1;5;1;32.67128653;59.81221014;68.74257682;20.63039934;49.3908352;127.0633214;0;35.87673258;19.2;0;16.58816355;1.02E-11;11.0587757;11.0587757;10.86794902;0.174900558;8.150961769;27.89576035;10.84121989;0;0;220.1158176;-273113.8413;0;-9182.58705;-7282.502862;-7171.18479;0
98;2;5;1;32.67128653;59.8745737;68.89900977;20.65019596;49.38132796;127.1625486;0;35.01609536;18;0;16.98256374;1.02E-11;11.32170916;11.32170916;11.35584334;0.05804365;8.516882503;27.46943923;11.19881471;0;0;143.4903035;-256183.9762;0;-9420.657374;-7780.264172;-6309.728287;0
99;3;5;1;32.67128653;59.94393329;69.0984562;20.66999264;49.39091032;127.2869194;0;34.41986884;16.8;0;17.6227607;1.01E-11;11.74850713;11.74850713;11.96152589;3.73E-05;8.971144421;26.96658345;11.68684078;0;0;63.04934048;-239231.6378;0;-9816.089825;-8252.326168;-5182.034673;0
100;4;5;1;32.67128653;59.94393329;69.0984562;20.66999264;49.39091032;127.2869194;0;34.41986884;16.8;0;17.6227607;1.01E-11;11.74850713;11.74850713;11.96152589;3.73E-05;8.971144421;26.96658345;11.68684078;0;0;63.04934048;-239231.6378;0;-9816.089825;-8252.326168;-5182.034673;0
